,user_nickname,content,region,city,signature,count_en,count_dg,count_sp,count_zh,count_pu,ads_status,phone_status,kind_words,num_words,name_status,name_phone
363,开开知道，群主宝宝,今天剧本5=2来的m，最好是妹子,,,国际神经病一级证书拥有者,0,0,0,12,0,1,1,0,0,1,1
366,Leilei-Release2-ITRecruiter,"Full Time Sr. Manager Information Secruity Position - Banking client
To Apply Please email leilei.sun@release2.com

1.  Possesses a university degree/college diploma in related discipline(s) or equivalent work experience, and/or 8 to 10 years experience in an information security environment preferably with knowledge of Audit, Compliance and Regulatory Management 
2.  Strong knowledge and understanding of emerging technologies as they pertain to external regulatory requirements (e.g., PIPEDA, SOX, ISO, CoBIT, COSO, GLBA) 
3.  Advanced knowledge of industry directions and trends in Information Security, Risk Management and Regulations
4.  Completion of security certifications such as CISSP and CISA 
5.  Demonstrates solid knowledge of the standard operating platforms, system administration, network administration, development process and security process 
6.  Exhibits advanced knowledge of one or more security processes and technologies 
7.  Solid understanding of project management processes, documentation, audit and signoff authorities 
8.  Solid knowledge of the Bank’s Policies and Procedures in relation to Information Security",Toronto,,一本书一杯茶一缕阳光一下午，一只猫一条鱼一盒点心美滋滋,0,0,0,26,1,1,1,0,0,1,1
367,筱沐yoki🙃,几点啊,Ontario,Toronto,Now you just somebody that I used to know.,33,0,8,0,1,1,1,9,9,1,1
368,Hi.Vera🍄,求近期带物回国啊啊啊，最好5月前,,,be the one that you wanna be,22,0,6,0,0,1,1,6,7,1,1
369,Xsn,我也要！同求同求！,福建,福州,"<span class=""emoji emoji1f436""></span>🐼<span class=""emoji emoji1f418""></span><span class=""emoji emoji1f43b""></span><span class=""emoji emoji1f42f""></span><span class=""emoji emoji1f428""></span>🦊<span class=""emoji emoji1f439""></span>",146,22,12,0,50,0,1,9,30,1,1
372,meochan,提供明天多伦多回温莎的carpool 大概中午左右出发 时间可谈,黑龙江,哈尔滨,静如瘫痪，动若癫痫,0,0,0,8,1,1,1,0,0,1,1
373,🍒优格🍓,1,吴亦凡心里❤️,,"I'm real, but I'm not perfect.",21,0,5,0,4,1,1,6,8,1,1
375,啊啊啊啊啊啊啊啊啊泽,求一个今天下午四点的市内carpool,England,London,我的人生从来都没有认真过,0,0,0,12,0,1,1,0,0,1,1
380,YupingPeng养眼,"暖炉/空调 免费评估接龙：
🌹1. 静:(暖炉/热水炉）oakville 
🌹2.小杨:(空调/暖炉/热水炉）oakville 
3.航：(暖炉/空调）Hamilton 
🌹4. 不懂:(暖炉/热水炉）Newmarket 
🌹5. Lanya  （暖炉）
6.nana 暖炉
7.Grace (furnace &water tank) Mississauga
8.Maggie X （暖炉/热水炉）Oakville
9. Fei （热水炉）Milton 
10. Shuyin (furnace) Richmond Hill
11.往事如风：暖炉(oakville)
12.哲学：暧炉
13. Lei Wei：暖炉（Hamilton）
14.安德 furnace (Oakville）
15.Echo Chen （ Burlington）
16.Julia Chen (Oakville）
17.婧丫头麻麻（Oakville）
18.Judy 冷气（Mississauga)
19.Apple 甯：暖炉空调 （Oakville）(5-19安装）
20.Haihong海虹 （Mississauga)
21.天上所有的星 空调 Mississauga
22. Henry Cai (暖炉/空调) Oakville
23. Angela (暖炉/热水炉) Mississauga 
24. Sandra (暖炉）Mississauga 
25.娟子华
26.太阳鸟  (热水炉与暖炉)
27.养眼 (暖炉2)
28.
29.
30.",,,0,0,0,0,0,0,1,1,0,0,1,1
382,Bari,这辆,浙江,金华,勿扰,0,0,0,2,0,1,1,0,0,1,1
386,娜娜酱,怎么又汉子了,Toronto,,凤困凰,0,0,0,3,0,1,1,0,0,1,1
388,墨色羽毛（Emily）,大概妹子太多了,,,0,0,0,0,0,0,1,1,0,0,1,1
394,Kathy🍉www.leelaw.com,EE今天抽的最低分441,Ontario,Toronto,"房产交接，公证，移民签证，上庭诉讼，告票 报税，旅游保险<span class=""emoji emoji1f438""></span>",24,4,3,22,13,0,1,4,5,1,1
395,哦•,刚被抽中啦,Toronto,,昨天我做了个梦,0,0,0,7,0,1,1,0,0,1,1
396,开开知道💗剧本杀,6点剧本5=2来的m,,,国际神经病一级证书拥有者,0,0,0,12,0,1,1,0,0,1,1
397,J-soap,@Yuping Peng养眼 你是不是该做管道清洁了😂,Toronto,,承接婚庆手伴礼，母乳皂，生日皂，私人定制，独一无二！,0,0,0,21,5,0,1,0,0,1,1
398,Sarah02**,恭喜,,,"<span class=""emoji emoji1f388""></span><span class=""emoji emoji1f388""></span><span class=""emoji emoji1f388""></span><span class=""emoji emoji1f388""></span><span class=""emoji emoji1f483""></span><span class=""emoji emoji1f483""></span><span class=""emoji emoji1f483""></span><span class=""emoji emoji1f483""></span>",192,32,16,0,64,0,1,5,40,1,1
400,阿飞哥,"暖炉/空调 免费评估接龙：
🌹1. 静:(暖炉/热水炉）oakville 
🌹2.小杨:(空调/暖炉/热水炉）oakville 
3.航：(暖炉/空调）Hamilton 
🌹4. 不懂:(暖炉/热水炉）Newmarket 
🌹5. Lanya  （暖炉）
6.nana 暖炉
7.Grace (furnace &water tank) Mississauga
8.Maggie X （暖炉/热水炉）Oakville
9. Fei （热水炉）Milton 
10. Shuyin (furnace) Richmond Hill
11.往事如风：暖炉(oakville)
12.哲学：暧炉
13. Lei Wei：暖炉（Hamilton）
14.安德 furnace (Oakville）
15.Echo Chen （ Burlington）
16.Julia Chen (Oakville）
17.婧丫头麻麻（Oakville）
18.Judy 冷气（Mississauga)
19.Apple 甯：暖炉空调 （Oakville）(5-19安装）
20.Haihong海虹 （Mississauga)
21.天上所有的星 空调 Mississauga
22. Henry Cai (暖炉/空调) Oakville
23. Angela (暖炉/热水炉) Mississauga 
24. Sandra (暖炉）Mississauga 
25.娟子华
26.太阳鸟  (热水炉与暖炉)
27.养眼 (暖炉2)
28.阿飞哥 （暖炉和热水炉）
29.
30.",Ontario,Toronto,2017年11月7日,0,7,0,3,0,1,1,3,3,1,1
406,冰块👩,管道清洁和暖不暖没很大关系,,,2896448688,0,10,0,0,0,1,0,1,1,1,1
409,雨溪,下雨天妈妈们都在干嘛啊？,,,0,0,0,0,0,0,1,1,0,0,1,1
417,Bobby,请问一下 狗狗打针去Wellesley animal hospital好还是去college animal hospital好呢,Calgary,,lebenslangerschicksalsschatz,28,0,0,0,0,1,1,1,1,1,1
424,阿达🤨,1,Ontario,Toronto,毒鸡汤害死人,0,0,0,6,0,1,1,0,0,1,1
427,三宝妈---阿胶糕代理,是 煲汤啦 做过几次,Toronto,,爱是恒久忍耐又有恩慈,0,0,0,10,0,1,1,0,0,0,1
430,养眼,@冰块👩 也有可能是墙或窗子保温差了。,,,0,0,0,0,0,0,1,1,0,0,1,1
445,ying,"暖炉/空调 免费评估接龙：
🌹1. 静:(暖炉/热水炉）oakville 
🌹2.小杨:(空调/暖炉/热水炉）oakville 
3.航：(暖炉/空调）Hamilton 
🌹4. 不懂:(暖炉/热水炉）Newmarket 
🌹5. Lanya  （暖炉）
6.nana 暖炉
7.Grace (furnace &water tank) Mississauga
8.Maggie X （暖炉/热水炉）Oakville
9. Fei （热水炉）Milton 
10. Shuyin (furnace) Richmond Hill
11.往事如风：暖炉(oakville)
12.哲学：暧炉
13. Lei Wei：暖炉（Hamilton）
14.安德 furnace (Oakville）
15.Echo Chen （ Burlington）
16.Julia Chen (Oakville）
17.婧丫头麻麻（Oakville）
18.Judy 冷气（Mississauga)
19.Apple 甯：暖炉空调 （Oakville）(5-19安装）
20.Haihong海虹 （Mississauga)
21.天上所有的星 空调 Mississauga
22. Henry Cai (暖炉/空调) Oakville
23. Angela (暖炉/热水炉) Mississauga 
24. Sandra (暖炉）Mississauga 
25.娟子华
26.太阳鸟  (热水炉与暖炉)
27.养眼 (暖炉2)
28.阿飞哥 （暖炉和热水炉）
29.ying (暖炉 Markham)
30.",江苏,徐州,0,0,0,0,0,0,1,1,0,0,1,1
449,A🐝poppy🐝,红菜头,,,心之所动，就随风去了，以爱之名，你还愿意吗？,0,0,0,18,4,1,1,0,0,1,1
456,Phyllis💃ZumbaInstructor,"請問誰有Hwy 7附近的一房condo出租？ 
房客付現金，請私信我，謝謝[Salute][Salute][Salute]",Ontario,Markham,凡事谦虚、温柔、忍耐，用爱互相包容。以 4:2,0,2,1,15,5,1,1,2,2,1,1
460,隐姓埋名的梅先生,不贵,Toronto,,力争上游,0,0,0,4,0,1,1,0,0,1,1
461,老板一份鱼丸粗面,Wellesley贵,Ontario,Toronto,0,0,0,0,0,0,1,1,0,0,1,1
462,尹小哈Husky,想问问大家的狗子办的哪家保险/有没有必要买保险,Toronto,,I'm alive I'm alive I'm so alive xD,25,0,7,0,3,1,1,5,11,1,1
463,秋秋🌟三宝妈,1,Ontario,Toronto,"""We should appreciate every single breathe that we have”",46,0,8,0,2,0,1,9,9,1,1
470,Emma,好丰盛,Ontario,Toronto,要在相同的时间里活出厚度！,0,0,0,12,1,1,1,0,0,1,1
474,amandaliu,我爱吃肉肉[奸笑],,,人生就是一场修行之旅，做更好的自己,0,0,0,16,1,1,1,0,0,1,1
483,00xx,soga,上海,静安,如梦如幻月，若即若离花,0,0,0,10,1,1,1,0,0,1,1
485,BEYOND,全世界聪明人都在玩的游戏，快来试试！,山东,烟台,莫欺少年肥,0,0,0,5,0,1,1,0,0,1,1
493,wawadebug,"菜单有小改动 请注意。每周四晚10点截单
取货地点：（可以在两个地方。地点A 30 Brightside Ave. Richmond hill. L4e0p6. 地点B 38 willow heights blvd, Markham ON L6C 0X8。 ）A或者B  下单时请标明。好消息👉🏻❇囍辣❇👈🏻试营业了 喜欢吃辣的亲们一定不要错过啊 小店经营鸭货、螃蟹、小龙虾、鲍鱼等十多种产品，敬请您的光临，试营业间大放价全场8.5折，联系群主自取！
1⃣️麻辣小龙虾$14.99
2⃣️麻辣牛肉干$14.99
3⃣️麻辣花蛤$7.99
4⃣️花螺$15.99
5⃣️麻辣鲜虾$9.99
6⃣️麻辣沙孟鱼$9.99
7⃣️麻辣鸭脖$6.99
8⃣️麻辣小鲍鱼$19.99
9⃣️麻辣鸭脚$4.99
🔟麻辣鸭舌$24.99
11.藕片 $4.99 
12. 金针菇$5.99 
13. 海带丝 $4.99
14. 鸡脆骨 $9.99
🍺🍺🍺🍺🍺🍺🍺🍺🍺🍺
1. cici 藕片 1 ，金针菇1  鸭脖1 
2. 小妖 麻辣鲜虾*1，藕片*1，麻辣鸭脚*1，A
3. ShelleyT 麻辣鲜虾*1，藕片*1，麻辣鸭脚*1，A（欠7块）
4. wawa 鸭脚 2 A
5.
6.
7.
8.
9.
10.
11.
12.
13.
14.
15. —周五中午12点截单",Ontario,Toronto,"关老爷保佑 <span class=""emoji emoji1f64f""></span>",25,3,3,5,8,0,1,4,5,1,1
494,SUNNY,情感咨询师，擅长吸引异性，挽回感情、维持长期恋爱关系。还有同城单身男女免费配对[机智],,,情感医生。,0,0,0,4,1,1,1,0,0,1,1
495,✨肉💜妹✨,请问有没有卖全科证书的[啤酒][啤酒][啤酒],Others,South Georgia and South Sandwich Islands,"做
一
个
有
趣
的
人",0,0,6,7,0,1,1,0,0,1,1
496,Kane,求明天下午温莎到多伦多一个人,河北,,Red Raf Simons,12,0,2,0,0,1,1,3,3,1,1
497,Marshall💯,@❇肉💜妹❇ 加你了,Ontario,Toronto,Crius Financial,14,0,1,0,0,1,1,2,2,1,1
498,nightingale,"菜单有小改动 请注意。每周四晚10点截单
取货地点：（可以在两个地方。地点A 30 Brightside Ave. Richmond hill. L4e0p6. 地点B 38 willow heights blvd, Markham ON L6C 0X8。 ）A或者B  下单时请标明。好消息👉🏻❇囍辣❇👈🏻试营业了 喜欢吃辣的亲们一定不要错过啊 小店经营鸭货、螃蟹、小龙虾、鲍鱼等十多种产品，敬请您的光临，试营业间大放价全场8.5折，联系群主自取！
1⃣️麻辣小龙虾$14.99
2⃣️麻辣牛肉干$14.99
3⃣️麻辣花蛤$7.99
4⃣️花螺$15.99
5⃣️麻辣鲜虾$9.99
6⃣️麻辣沙孟鱼$9.99
7⃣️麻辣鸭脖$6.99
8⃣️麻辣小鲍鱼$19.99
9⃣️麻辣鸭脚$4.99
🔟麻辣鸭舌$24.99
11.藕片 $4.99 
12. 金针菇$5.99 
13. 海带丝 $4.99
14. 鸡脆骨 $9.99
🍺🍺🍺🍺🍺🍺🍺🍺🍺🍺
1. cici 藕片 1 ，金针菇1  鸭脖1 
2. 小妖 麻辣鲜虾*1，藕片*1，麻辣鸭脚*1，A
3. ShelleyT 麻辣鲜虾*1，藕片*1，麻辣鸭脚*1，A（欠7块）
4. wawa 鸭脚 2 A
5. nightingale 鸭脚4 鸡脆骨1 A
6.
7.
8.
9.
10.
11.
12.
13.
14.
15. —周五中午12点截单",,,别偷窥了，姐就不写朋友圈,0,0,0,11,1,1,1,0,0,1,1
500,Maggie,"🇺🇸New York Yankees 棒球帽🧢特价促销🎈 喜欢的大家一起拼单省邮费[胜利]接龙时请将自己喜欢款式的对应数字🔢和数量 标注清楚 哦😄
1、 Anna  1号  1个
2、Helen 1号，14号，5号各1个
3、芍 1号1个
4、Liqun ：1号、8号各一个
5、Jennifer 1号 1个
———以上已下订单————
6、Maggie 1号2个 8号1个
7、
8、",,,愿我走过的痛楚你不必经历，愿我已有的幸福你触手可及。,0,0,0,24,2,1,1,0,0,1,1
508,何英,"🇺🇸New York Yankees 棒球帽🧢特价促销🎈 喜欢的大家一起拼单省邮费[胜利]接龙时请将自己喜欢款式的对应数字🔢和数量 标注清楚 哦😄
1、 Anna  1号  1个
2、Helen 1号，14号，5号各1个
3、芍 1号1个
4、Liqun ：1号、8号各一个
5、Jennifer 1号 1个
———以上已下订单————
6、Maggie 1号2个 8号1个
7、ying 1号 1 个
8、",Ontario,Toronto,0,0,0,0,0,0,1,1,0,0,1,1
509,🎀YUE💗,"菜单有小改动 请注意。每周四晚10点截单
取货地点：（可以在两个地方。地点A 30 Brightside Ave. Richmond hill. L4e0p6. 地点B 38 willow heights blvd, Markham ON L6C 0X8。 ）A或者B  下单时请标明。好消息👉🏻❇囍辣❇👈🏻试营业了 喜欢吃辣的亲们一定不要错过啊 小店经营鸭货、螃蟹、小龙虾、鲍鱼等十多种产品，敬请您的光临，试营业间大放价全场8.5折，联系群主自取！
1⃣️麻辣小龙虾$14.99
2⃣️麻辣牛肉干$14.99
3⃣️麻辣花蛤$7.99
4⃣️花螺$15.99
5⃣️麻辣鲜虾$9.99
6⃣️麻辣沙孟鱼$9.99
7⃣️麻辣鸭脖$6.99
8⃣️麻辣小鲍鱼$19.99
9⃣️麻辣鸭脚$4.99
🔟麻辣鸭舌$24.99
11.藕片 $4.99 
12. 金针菇$5.99 
13. 海带丝 $4.99
14. 鸡脆骨 $9.99
🍺🍺🍺🍺🍺🍺🍺🍺🍺🍺
1. cici 藕片 1 ，金针菇1  鸭脖1 
2. 小妖 麻辣鲜虾*1，藕片*1，麻辣鸭脚*1，A
3. ShelleyT 麻辣鲜虾*1，藕片*1，麻辣鸭脚*1，A（欠7块）
4. wawa 鸭脚 2 A
5. nightingale 鸭脚4 鸡脆骨1 A
6. Yue 鸭脚 2盒，金针菇 1盒 牛肉干1盒
7.
8.
9.
10.
11.
12.
13.
14.
15. —周五中午12点截单",辽宁,葫芦岛,0,0,0,0,0,0,1,1,0,0,1,1
513,X,提供27号温莎到多伦多卡普,Nova Scotia,Wolfville,香蕉你个巴拉🙄,0,0,0,6,1,1,1,0,0,1,1
514,Yana,"暖炉/空调 免费评估接龙：
🌹1. 静:(暖炉/热水炉）oakville 
🌹2.小杨:(空调/暖炉/热水炉）oakville 
3.航：(暖炉/空调）Hamilton 
🌹4. 不懂:(暖炉/热水炉）Newmarket 
🌹5. Lanya  （暖炉）
🌹6.nana 
7.Grace (furnace &water tank) Mississauga
8.Maggie X （暖炉/热水炉）Oakville
9. Fei （热水炉）Milton 
10. Shuyin (furnace) Richmond Hill
11.往事如风：暖炉(oakville)
12.哲学：暧炉
13. Lei Wei：暖炉（Hamilton）
🌹14.安德 furnace (Oakville）
15.Echo Chen （ Burlington）
16.Julia Chen (Oakville）
🌹17.婧丫头麻麻（暖气）（Oakville）
18.Judy 冷气（Mississauga)
19.Apple 甯：暖炉空调 （Oakville）(5-19安装）
20.Haihong海虹 （Mississauga)
21.天上所有的星 空调 Mississauga
22. Henry Cai (暖炉/空调) Oakville
23. Angela (暖炉/热水炉) Mississauga 
24. Sandra (暖炉）Mississauga 
25.娟子华
26.太阳鸟  (热水炉与暖炉)
27.养眼 (暖炉2)
28.阿飞哥 （暖炉和热水炉）
29.ying (暖炉 Markham)
30.Yana(热水炉，暖炉，空调)Oakville",山东,青岛,活着,0,0,0,2,0,1,1,0,0,1,1
515,4.20收信,求问大家[流泪]我4.20收到提名信，今天国内的户口本公证去办，加上寄过来需要一个半月…还来得及吗[流泪],Ontario,Ottawa,你非常相信，他就真的存在,0,0,0,11,1,1,1,0,0,1,1
516,98xx,求问大家[流泪]我4.20收到提名信，今天国内的户口本公证去办，加上寄过来需要一个半月…还来得及吗[流泪],Ontario,Ottawa,你非常相信，他就真的存在,0,0,0,11,1,1,1,0,0,1,1
517,🍁🌹Helen🌹🍁,"刚刚拿到帽子🧢
正巧赶上下雨☔️
这位大哥好福气[耶]
带上帽子正好挡雨[偷笑]",,,人的一生就是一种经历，只有体验不同的风景，才算真正的活过！,0,0,0,26,3,1,1,0,0,1,1
523,hui,提名信上面有Expiry Date,,,Keep on !,6,0,2,0,1,1,1,2,2,1,1
530,张惠渊,1,北京,海淀,-愿你一生努力  一生被爱  想要的都拥有 得不到的都释怀,0,0,5,23,1,1,1,0,0,1,1
534,喵星人(￣^￣)ゞ,1,Ontario,Toronto,"这个世界总有事物值得你温柔以待<span class=""emoji emoji1f335""></span>",24,4,2,15,8,0,1,4,5,1,1
536,97＊＊,@98xx 寄过来不是三天么,山西,太原,0,0,0,0,0,0,1,1,0,0,1,1
542,96××Steven,提名信过期不是半年么。。。,北京,海淀,It will be better than before. ,24,0,6,0,1,1,1,6,6,1,1
549,97**, 你们的提名信都几天寄过来？,,,0,0,0,0,0,0,1,1,0,0,1,1
551,皮卡卡普,寻找周五早上去多伦多的carpool ,Ontario,Windsor,世界很神奇,0,0,0,5,0,1,1,0,0,0,1
552,2.11Sub3.22Ass4.25Dip,我终于dip了,,,:      ),0,0,6,0,2,1,1,0,0,1,1
562,魚＇。🌈,[害羞]王一,Ontario,Markham,就算忘了全世界，我也不會忘記你！~ ``,0,0,1,14,5,1,1,0,0,1,1
563,Joeky,"周哥商务车接送:
温莎→多伦多→温莎

明天(周4)上午→多伦多有位
27、28号、30号
5月5号、7号、15、31号
温莎→多伦多→温莎

2018年7座豪华商务车,
可接送机多伦多&底特律
早出晚归,具体时间请联系[耶]

接送机$60+$10/件大行李
搬家多伦多
欢迎包车、拼车
519-992-6238",广东,广州,"提供多伦多专车及底特律接送机服务!
注:预订请付订金",0,0,1,23,2,0,1,0,0,1,1
564,Nicole🍑,我提名信都等了四天了。。,,,Let the past rest,14,0,3,0,0,1,1,4,4,1,1
566,周哥商务车接送519-992-6238,"周哥商务车接送:
温莎→多伦多→温莎

明天(周4)上午→多伦多有位
27、28号、30号
5月5号、7号、15、31号
温莎→多伦多→温莎

2018年7座豪华商务车,
可接送机多伦多&底特律
早出晚归,具体时间请联系[耶]

接送机$60+$10/件大行李
搬家多伦多
欢迎包车、拼车
519-992-6238",广东,广州,"提供多伦多专车及底特律接送机服务!
注:预订请付订金",0,0,1,23,2,0,1,0,0,0,0
575,雪鸥,"菜单有小改动 请注意。每周四晚10点截单
取货地点：（可以在两个地方。地点A 30 Brightside Ave. Richmond hill. L4e0p6. 地点B 38 willow heights blvd, Markham ON L6C 0X8。 ）A或者B  下单时请标明。好消息👉🏻❇囍辣❇👈🏻试营业了 喜欢吃辣的亲们一定不要错过啊 小店经营鸭货、螃蟹、小龙虾、鲍鱼等十多种产品，敬请您的光临，试营业间大放价全场8.5折，联系群主自取！
1⃣️麻辣小龙虾$14.99
2⃣️麻辣牛肉干$14.99
3⃣️麻辣花蛤$7.99
4⃣️花螺$15.99
5⃣️麻辣鲜虾$9.99
6⃣️麻辣沙孟鱼$9.99
7⃣️麻辣鸭脖$6.99
8⃣️麻辣小鲍鱼$19.99
9⃣️麻辣鸭脚$4.99
🔟麻辣鸭舌$24.99
11.藕片 $4.99 
12. 金针菇$5.99 
13. 海带丝 $4.99
14. 鸡脆骨 $9.99
🍺🍺🍺🍺🍺🍺🍺🍺🍺🍺
1. 
2. 小妖 麻辣鲜虾*1，藕片*1，麻辣鸭脚*1，A
3. ShelleyT 麻辣鲜虾*1，藕片*1，麻辣鸭脚*1，A（欠7块）
4. wawa 鸭脚 2 A
5. nightingale 鸭脚4 鸡脆骨1 A
6. Yue 鸭脚 2盒，金针菇 1盒 牛肉干1盒
7.雪鸥 牛肉干1盒
8.
9.
10.
11.
12.
13.
14.
15. —周五中午12点截单",Toronto,,0,0,0,0,0,0,1,1,0,0,1,1
